negative,Güncelle tıklıyoruz ama saatler sürüyor inmesi. Her program böyle
negative,Son gelen güncelleme güncellenmiyor
negative,Güncellemeyi yüklemiyor. İphone
negative,Akış yenilenmiyor
positive,Niye inmiyor
negative,Hepten boka sardı bi güncelleme istedi sabahtan beri güncellenemedi  güncellenmmiş aledende girilmiyor bi boka. Yaramaz
negative,Ne zaman Facebook açsam gönderiler yüklenmiyor yenile diyor buna bir çare bulun artık lütfen kaç kere uygulamayı silip tekrar yüklememe rağmen hala aynı devam ediyor..
negative,Wifi ye bağlı olmasına rağmen inmiyor. Takılı kalıyor ne denediysem çare yok. Yardım lütfen
negative,Sürekli gönderiler yüklenemiyor bir hata oluştu yazısıyla karşılaşıyorum ne zaman düzelecek bu?
negative,Boka sardı 200mg üzerinde WiFi istiyor zannedersin uçak indiriyor
negative,Video oynarken ekranda ses var görüntü yok ekran kararıyor Facebook’ta çıkış yapıp tekrar giriş yapınca düzeliyor
negative,Artık facebook kendi özelliğinden sapmış sadece güncelleme ile para kazanma teleşına gırmıstır.Her  güncellemedeki boyut bu konunun ne kadar haklı oldugunu bize gostermektedir.Hesabımı ve uygulamamı bugun ıtıbarı ile siliyorım .Gereksiz beş para etmez bir uygulama
negative,300 MB update for a 293 MB app.. Seriously? What are you even changing?
positive,Facebok güncellemeleri 100 mb’nin üstünde olduğu için wifiye bağlanmanız gerekli
negative,"Zırt pırt güncelliyorsunuz ama nafile. Eskiden resimlere basınca dosdoğru gelirdi, şimdi illa ıpad i çevirmek gerekiyor. Neyi güncelliyorsunuz ikide bir? Bozmak için mi?"
negative,Telefonu formatladım şimdi facebook uygulaması yüklenmiyor oyun hesaplarıma erişemiyorum facebook açamadım için indiriliyor diyo kalıyor..:@
negative,"Facebook is not secure, I was nearly to lose my life due to Facebook"
negative,Bütün uygulamalar iniyor facebook güncelleyemiyorum
negative,Yazdığımız bir yazıda düzenleme yapmak için “düzenle” kısmına girince uygulamadan çıkıyor. Düzeltir misiniz?
negative,"It’s suddenly closed while scrolling 
Iphone x"
neutral,İphone Se model 32 gb telefonumda kullanmakta olduğum son sürüm Facebook uygulamanız zaman zaman hem mobil hem wifi veri kullanmayı keserek bilgi güncellemesi yapmıyor. Ekranda bilgiler yüklenemedi hatası alıyorum. Dolayısıyla genelde Facebook kullanamıyorum. Uygulamayı silip yeniden yüklememe rağmen sorun düzelmedi.
negative,Evet niye ben iPhone’ 8 için uygulama indiremiyorum
positive,"Her haliyle güzel,eş dostun ne yaptığını gördüğün gösterdiğin,kaybettiğin arkadaşını bulduğun bir dost mecrası thank you facebook,good years"
negative,Uygulama logosunun üstünde bildirimi gösteren rakamlar yok.
negative,Video yükleyince kalite düşük hd acmama ragmen !
positive,Boyutu çok fazla
negative,iPhone 7Plus kendiliğinden uygulama çıkıyor düzeltin
negative,Beş para etmez
neutral,"While using in ipad in landscape position, when you click an image it is shown in portrait problem. Such a minor issue could not be corrected for several months! I think people are exaggarating software capacities of those billion dollar companies!"
positive,La bunu sıkıntısı ney arkadaş kendi kafasına göre hareket ediyor arkadaşlarımın haberlerini bir gün sonra görüyorum adam gibi çözün şunu
negative,Ekran donuyor hiçbir görüntü alamıyorum sürekli hata veriyor
negative,Çoğu zaman gönderiler yüklenemiyor diyor lütfen bir çözüm bulun
negative,Bu bayat uygulamada 313 mblık ne var arkadaşım. Biraz düşürün şunun kapladığı alanı
negative,"Uygulamaya haftada iki kez güncelleme gelmesine rağmen Messenger mesaj bildirimi, mesaj olmamasına rağmen yapışmışçasına gitmek bilmiyoıoo"
negative,Hesaplarımı baglamak için facebook kullanıyorum 350mb yer kaplıyor oyunmu indirdimki bu kadar yer kaplıyor lütfen bu alan işini çozün lütfen !!!
negative,Berbat resim açmalarda problem var
positive,T
negative,Gönderiler yükleyemiyor uyarısı vermektedir
negative,"ipad yatay kullanıyorum fotoğrafa tıklayınca dikey ekranmış gibi büyüyor sonra dik tutuyorum ipad i sonra yatay yapınca fotoğraf düzeliyor son güncelleme ile oldu bunlar
daha ne kadar sürecek"
negative,İnternet çekim kuvveti çok çok bozuk bir fotoğrafı zor açabiliyor onun için bir yıldız veriyorum sizlerden ricam acilen düzeltilmesi ve bu bozulma amaçlı bi güncelleme gelirse seviniriz (not=internetim hızlıdır bilginize)
negative,Ana ekranda satılan ürünler ikonu ve watch ikonu vardı şimdi yok menü içine atılmış iPhone 6 sorunu düzeltirmisiniz
negative,Facebook dünyanın heryerinden kullanıcın var ama hala bitmeyen hatalarınız var ve ne hikmetse üç güne bir güncelleme yapmana rağmen yeter bıktık ya az güncelle adam akıllı bir güncelleme yap sonrada uzun bi süre yapma
negative,Hattımın interneti ile facebook a giriş yapamıyorum.Sinir bozucu lütfen hemen düzeltin.
positive,Yardım
negative,Bunca mb a yazık uygulama verimli çalışmıyor. Gönderileri güncellemiyor. Sayfa sürekli kesilip donuyor. Yorumları dikkate alıyor musunuz acaba sayın geliştirici.  😤😤😤
negative,İniyormuş gibi gözüküp inmiyor uygulama bir sorun mu var acaba
negative,Kendi internetiniz ile indirme yapmanızı tavsiye etmem 150mehabayt üstüdür
negative,Haber kaynağı görüntü tam olarak vermiyorsunuz Akış yenilenmiyor
negative,"Bu kadar yer kaplayan uygulama mı olur?
Bu nedir?
Dalga mı geçiyorsunuz?

Belge ve verileri sil seçeneği istiyoruz!

- pil aşırı ısınıyor
- telefon donuyor/kilitleniyor
- kendiliğinden kapanıyor

İPhone 6 
iOS 12.1.1"
negative,İndiremiyorum bekliyorda kalıyor çözümünü bilen var mı
negative,300 mb lık uygulamamı olur noluyoruz ya.
negative,Yüzünden ağzına sıçtınız uygulamanın güncelleme olmuyor siliyorum yeniden yüklenmiyor
negative,500 MB program mı olur. 20 mb’lık program 500 MB oldu. Sildim rahatım telefonun içine ediyor. Kullanmayın. Tarayıcıdan girin
negative,Yöneticisi olmayan gruba yönetici olmak istiyorum daha düzgün küfürlü olmayan şeyler paylaşırlar
negative,İndirmiyor
negative,Uygulamada dolasirken asagi dogru kaydirirken durmak icin parmagimi dokundurdugum zaman algilamiyor ve sayfa hala asagi inmeye devam ediyor ekranda hic bir sorun yok uygulama berbat siliyorum yaziklar olsun okadar yuksek mb uygulama ama icraat sifir
negative,Uygulama sürekli ana sayfaya atıyor
negative,Facebook uygulamasını açar açmaz kapanıyor iPhone 8 plus
negative,Şu bildirim olayını düzeltin. En yeniler butonunu da kaldırmışsınız. Sizin yüzünüzden siliyoruz uygulamayı
negative,Bir güncelleme yaptınız o günden beri kendi kendine kapanıyor program. Güncelleşmeseniz daha iyiydi!
negative,Facebook girmez oldu silin
negative,Sayfa ilerlemiyor acil çözüm üretin!!!
negative,300 mb sadece uygulama için istiyor indirip kullandığımız zaman bu 600 ü bulur çok fazla o yüzden silmem gerekiyor
negative,Son güncelleme ile doğru dürüst çalışmıyor berbat.
negative,Video izlerken uygulama kapanıyor iPhone 7
negative,Herşey bitti bi faca kalmıştı reklam koymadığınız başlaicam reklamınıza yeter bu reklamlar kalksın
negative,"Son güncellemeden sonra iphone x telefonumda faceye girdiğimde aşağıya doğtu kaydırırken, 5-6 paylaşımdan sonra aşağı inmiyor. Sadece 5-6 adet son paylaşımları görebiliyorum. Düzeltin şunu ya"
negative,"Telefonumdan acilan marketplace ilanlari ipadden acilmiyor!
(İpad pro 11”)"
negative,İos 12.1 versiyonda haber kaynakları yenilenmiyor bazen çalışıyor ama genelde facebook u her açtığımda 5-6 haberden sonra sayfa yenilenmiyor kalıyor
negative,Videoyu kapatmak için aşağı indirdiğimde siyah bir şekilde kalıyor ne geri getirebiliyorsun ne de çıkamıyorsun uygulamayı kapatıp baştan bir daha açıyorum saçmalık.
negative,Sildim mutluyum
negative,Allah aşkına bu nedir ya arama yapamıyorum anasayfada üç haberin ilerisine gitmiyo bir haftadır çile çekiyorum hafta bir uygulamayı güncelleyip mb bitiriyosunuz sonuç rezalet bi düzeltin artık zahmet olmazsa
negative,Mesaj olmadığı halde iletide her zaman 4 mesaj görünüyor. Defalarca düzeltme güncellemesi yaptınız ama hiç bir şey düzelmedi
positive,Buna bir çozum
positive,Kötü
negative,Seneler gecmesine ragmen hep ayni kalip kendini gelistirmeyen tek uygulama herhalde instagrami satin alip insanlara kendilerini zorla kullandirtmaya itmekten baska bi sey yapmiyolar
positive,Son güncellemeyle beraber cihazımda oldukça hızlı ve akıcı şekilde çalışmaya başladı. ayrıca simgelerin yenilenmesi ve daha zarif bir arayüz tasarımına geçilmesi gerçekten çok hoş olmuş. Birde taptic engine olan iphonelerde bazı hareketlerde dokunma hissiyatı vermeside oldukça güzel.
positive,Süper
negative,Marketplace ye girdiğinde kaydedilen ürünlere bakarken telefon Facebook uygulamasından çıkıyor Apple telefonlarda
negative,Ana sayfaya geldiğimde gönderileri okumak için aşağa indikten sonra bir süre sonra ilerlemiyor duruyor ..
negative,sürekli güncelleme mi olur hııammmına
negative,Çalışan uygulamayı gereksiz güncellemelerle bozuyorsunuz gönderiler düşmüyor ana sayfaya
negative,Slm aypon kulanıyorum Facebook o epıl storeden indirmeye çalışıyorum daha önce satın aldığınız için ücret alinmıycak diye bi yazi geliyor ekrana ve indirmiyor bu neden Ola bilir acaba
negative,Rezalet bir şekilde.. her gün güncelleme geliyor neredeyse. Bu kadar büyük bir sosyal paylaşım sitesinin bu kadar salakça güncellenmesi.. anlaşılır gibi değil.
negative,Sürekli donuyor 12 15 saat önceki gönderileri gösteriyor sayfa yenilenmiyor
negative,Diyeceksiniz ki sizin için daha güzel hizmet vermek amacıyla belki ama ayda 7-8 kere güncelleme çok fazla. Biriktirip ayda 1 kere yapın ya da beta güncelleme yapın ayda tek seferde güncelleyin.
positive,2 günde 1 güncelleme nedir aq. SoyguncumusunuZ
negative,"Hâlâ Facebook kullanan insan kaldı mı ya... Silin kurtulun, boş ve gereksiz bir uygulama. Popüleritesini kaybedeli çok oldu."
negative,3 günde bir güncelleme mi olurmuş. Kalitesiz uygulama...
negative,En yeni haberler diyorum önceki yapılan paylaşımları gösteriyor iyice boka sardınız güncelle güncelle hep aynı şey 0.facebook varken daha iyiydi
negative,Yeni sürüm 199.0 güncelledikten sonra videolar açılmamaya başladı.
negative,Yorum yazmaya başlamadan gif göndermeye çalışıyor. B*k gibi oldu iyice 😡😡
negative,Şikayet edin arkadaşlar.
negative,İphone 8 plus facebook acıldıgı zaman cok ısınıyor cok sarj bitiriyor donup kapatıyor düzeltin sunu
positive,Güncelleme sonrası zaman tünelinde 3-4 paylaşım gözüküyor sonrası gelmiyor.  Yenileme yapmakta çözüm olmuyor.
negative,"1-Uygulamanın boyutu çok büyük,düşürülmeli. 
2-Çok fazla internet harcıyor. 
3-Sürekli güncelleyip durmayın internet sıçmıyoruz biz."
negative,"Rezil durumda , akış bir yükleniyor bir yüklenmiyor. Yakında silerim uygulamayı."
negative,Siz güncelleme yapmayın arkadaş. Her yaptığınız güncelleme ile daha da içine ediyorsunuz !!! Artı güncellemeyi nasıl yapacağım beni ilgilendirir. İster wifi ile yaparım ister data internetimle. Sen ne karışıyorsun ve data ile güncellemeye izin vermiyorsun?
negative,Az az değişiklik yapıp sürekli güncelleme çıkartmayın.
negative,"Dün güncelledim bu gün yeni güncelleme, bıktırdınız ya."
negative,Böyle az oluyor bence saat başı bi güncelleme yollayın. Bıktırdınız cidden
negative,Aktif durum görünürlüğü açık olmasına rağmen hiç bir şey gözükmüyor kaç dk veya kaç saat önce aktif olduğu güncelleme berbat çalışmıyor
negative,Facebook anasayfama girdiğim zaman paylaşım tarihleri karmankarışık güncellemenin biraz daha sağlam olması lazım bnce
negative,5s de sayfa yenilenmiyor kaldırcam gıcık etti
negative,İçinde film falan var galiba 300 MB uygulamamı olur ya?? Şunu düz 1 GB  yapalım
negative,annaı sikim hiçbi gerçek arkadaşım yok facebook düzelt bu sorunu
negative,Habire ne güncelleyip duruyonuz ya. Programın en iyisi sade ve kolay kullanılır olanıdır. Daha bundan haberiniz yok. Güncelleme iyileştirmek içinyapılır. Düzgün çalışan programı bozmak için değil. Arada bir beyaz ekran ve içerik yüklenemedi yazısı çıkıyor. İphone 7 plus kullanıyorum.
negative,Benim telefonum İphone 7 bana bildirim gelmiyor
negative,Berbat her gecen güncelleme bir öncekinden beter yazık yazık
negative,Haber kaynağında 1 kademeden başka inmiyor silin gitsin sinir bozmaktan başka bi işe yaramıyor
positive,Arapça Paylaşimı Türkçe çeviri yapılıyordu neden iptal edildi tekrar güncelleme yapılsın
negative,Çok kötü olmuş
negative,facebook hesabı açayım dedim fotoğraf incelenecek diye iki gündür bekliyorum devlet memur alırken bu kadar güvenlik soruşturması yapmıyor isim soyisim email fotograf bana ait bu kadar bekletecek ne var acil bir arkadaşıma ulaşacağım tek yol facebook tu ama ik gündür onay bekliyorum kaç gün sürecek o da muamma ve bu yapılan gerçekten çok ama çok saçmaaaa
negative,Güncelleme yaptığım halde bildirim 10 gösteriyo içine giriyorum bildirim yok nasıl bi uygulama bu anlamadım
negative,"After last update, videos are mixing and shown together. What’s happening?
Don’t you try that app after developed?"
negative,Ne zaman app store girsem güncelleme diyor net mi dayanır buna 300 mb 400 MB
negative,17 Kasım’da yapılan güncelleme bozdu artık hiç keyif vermiyor ilgilenin artık
negative,Her gün her gün güncellememi olur anlasılan cep telefonu operatörleri ile anlasmalısınız milletin internet paketlerini bitirmek için..Sövmekten ağzımız yamuldu
negative,Akış yenileme bir süre sonra duruyor. Sayfa yenilemiyor. Sinir bozucu!
neutral,Son güncellemeden sonra bir sürü bildirim gözüküyor faceye girince bir iki bildirim anca çıkıyo ve yapılan yorumlar beğeniler bildirimde gözükmüyo
negative,Ve çok gereksiz
negative,‘En Yeniler’ sekmesi gitmiş son güncellemeden sonra. Acil düzeltilsin
negative,"Güncellemeden sonra kilitlenip kalmaya , 2 gönderi gösterip daha önceki gönderileri göstermemeye başladı"
negative,Ulan her 2 günde güncelleme mi olur sokacağım yapacağınız güncellemeye... verdiğim yıldız bile fazla size
negative,Uygulama kendi kendine kapanıyor
negative,Asla kullanılmıyor 👎🏻
negative,Güncellenmiyorr 😡😡
negative,Video paylaşımında video görünümünü kimlerin gördüğünü gösterirseniz iyi olur
negative,Kötü
negative,Her hafta en az 2 güncelleme ama hala hata veriyor ipone 7 de kilitlenme oluyor hesabı kapatmaya karar verdim.
negative,"Normalde 300 mb olan programın güncellemeleri 400 mb ve üstü oluyor. Bi yerlerde hata yapıyolar!!!
Buradaki yorumları okuyolarmı acaba?"
negative,Bildirimlerde eskiden istediğim kadar geriye gidebilirken artık kilitleniyor.sınırlı sayıda bilifirim görüyorum
neutral,Bir hata oluştu diyo bildirimlere mesajlara profilime giremiyom ana sayfada da 2 gün önceki paylaşımlar var yenilerini yüklemiyor çok kötü olmuş Facebook
negative,Son güncelleme ile çok berbat oldu ana sayfa yüklenmiyor kendi kendine yenile degimde donuyor berbat ötesi
negative,Akış yenilenmiyor çok kötü 👎
negative,Kişisel Hesap bilgilerimi indirmek dosyanın oluşturulması ne kadar sürer ? Lütfen yardımcı olun ne yapmalıyım ?  @facebook
negative,Zaman tüneli yükleme yapmıyor biyerden sonraki gözükmüyor düzeltin lütfen
negative,Uygulama gittikçe bozuluyo kardesim bu soru  sadece iPhonelar icinmi gecerli
negative,Facebook yeni güncellemeden sonra hiçbir şekilde bildirimler gelmiyor.uygulamayı yeniden düzeltmeniz gerekiyor
negative,Sayfayı yeniliyorum 3 4 içerik çıkıyor tekrar yeniliyorum aynı bi bozukluk var ama çözemedim sinir bozucu düzeltin yada yakında kaldıracağım.
negative,Anasını siktiniz mahvettiniZ uygulamayı
negative,Kaydedilenlere girdiğim de uygulamayı arka plana atıyo ve yeniliyo kaldığım yerden devam edemiyorum
negative,Son güncellemeden sonra cok kötü oldu böyle giderse hesabı kapatacam
negative,"Uygulamaya girmeden 8tane bildirim ikonu goruyorsam uygulamayi actigimda karsima 2bildirim cikiyor, aradan saatler geciyor ya da bilgisayardan giriyorum o zaman saatler once gelen bildirimleri goruyorum. Bu ne sacma is!"
negative,Video yüklenmiyor sayfa yarım kalıyor yeniliyoruz böyle giderse kullanmaya gerek kalmayacak ....?
negative,Kabul edilen arkadaşlık anasayfada görülmesi kötü olmuş. Arkadaşlarımın eklediği kişiler anasayfada arkadaş oldu diye sürekli görünüyo. Sinir bozucu
negative,"Would like to express my best and warmth regards!  to the team contributed to these regular updates! ( if you can name it as an update), an update should be forward oriented not backward. Popularity of an item or an app. does not mean that its good, thanks to God that subject team is not involving with vital items such as space or aviation industry."
negative,Bozuk uygula açmıyor
negative,Gruplara arkadaş ekleyemiyoruz. Bildirimler açılmıyor. Facebook berbat bir hal almış. Eskisi gibi düzene girsin lütfen
negative,Güncellemeden sonra oyunlara giriş yapamıyorm hata veriyor!!! Acil düzeltilmeli !
negative,USANDIM YETER ARTIK SELAMLAR. KUVVETLİ
negative,"Uygulama sesleri nereden kapanıyor? 
Daha önce yüzlerce kez yaptığım uygulama sesleri artık kapatılamıyor? Nereden kapanıyor bu lanet sesler?
Aşağıdaki yardım çalışmıyor. 
Uygulamadaki sesleri kapatmak için:

 Diğer'e dokunun
Ekranda aşağı inin ve Uygulama Ayarları'na dokunun
Uygulamadaki Sesler'e dokunarak kapatın
Çünkü diğere dokununca “Uygulama Ayarları” yok"
negative,Son güncellemeden sonra mesaj atamıyorum konuşmalar yüklenemedi diyerek hata veriyor 😡😡🤬🤬
negative,Görselleri açtığımda yatay olmuyor İPadi yatay kullanıyorum ama görseller açıldığında dikey konumda açılıyor bu sorunu düzeltirmisiniz
negative,"Anasayfada gezerken bazen algilamiyor dokunmatigi sacma seylere basiyor kesinlikle telefonumla alakali bir sorun degil !! 
Tarih 19 kasim 2018"
negative,"En son sürüme güncelleme yaptım lakin bildirimlerde sıkıntı var şöyle ki, uygulamanın, üzerinde yirmi (20) bildirim gösterirken, uygulamayı açınca iki (2) veya üç (3) bildirim görünüyor ve bildirim anlık kaybolup geri geliyor ( bildirim rakamı ).. sinir bozucu bi durum, ilgi gösterirseniz sevinirim..."
negative,Bir tane bildirim oluyor programı açmadan on tane gösteriyor
negative,kapatıyorum sayenizde facebook hesabımı . her hafta her hafta 300-500 mb ne güncelliyorsunuz kardeşim . iyice cihazlarımızı elegeçirdiniz . böyle iş mi olur yaa . birde ios kullanıyoruz biz mecburmuyuz wrilesse bağlanmaya
positive,Videolari acamiyorum yeni guncellemeden sonra
positive,DAHA YENİ KULLANICAĞIM GÜZEL OLDUĞUNA İNANIYORUM SEVGİLERİMLE FACEBOOK❤️❤️
negative,"Iphone 8 plus telefonda son güncellemelerizden sonra tamamen bozuldu yorumlar beğeniler gelen gönderiler hepsi gitti 
Bu gün itibari ile 15 bildirim görünüyor ancak açtığımda sadece iki bildirim görünüyor diğer 13 bildirim nerede???? Lütfen düzeltin artık bu Facebook’u"
negative,Gelen bildirimleri açmadığında tekrar geliyor iyice saldınız artık
negative,facebookta hesaplar çalınmaya başladı güvenli değil güvenlik açığı var tek bir kişi tarafından binlerce hesap çalınıyor
negative,Her gün güncellememi olur bıktık arrık her gün güncellemekten bu şekilde devam edilirse facebook çok kullanıcı kaybeder
negative,😡
positive,Androiddeki gibi değil gayet akıcı fevkalade.
negative,İphone 7 128gb kullanıyorum ve facebook kitlenip kalıyor neyin saçmalığı bu bi çözemediniz iki sene önceki basit sürüm daha kullanışlıydı!!! Facebook 👎
negative,Her hafta güncellene ! Her biri ise 300 mb san fazla olduğundan wifi gerekiyor. Kendi hücresel bağlantımızla neden yapamıyoruz ? Yetti gari !!
negative,Haber akışını yüklemiyor ana sayfada bircok kiside bu sorun var
negative,İyice sıçtınız her hafta günceleme mi olur
negative,Facebook’a kayıtlı telefon numaramla giriş yapamıyorum!!!! Onay kodu asla gelmiyor !!!! Uygulamayı sileceğim ayıp valla ne biçim uygulama 😡😡😡
negative,"Her gün güncelleme gelir mi ? Oda yüklenmiyor zaten. Nalet bir uygulama oldu çıktı ancak telefonu yoruyor başka bişeye yaramıyor düzgün bir uygulama yapın. 

Will you update every day? The room is not loading anyway. Nalet was an application but it does not do anything other than tiring the phone."
negative,Bi düzeltin şunu artık iPhone 8 plusta sürekli veriler yüklenemedi hatası veriyor.
negative,Mobil ağ üzerinden güncelleme yapılsın
negative,En son  güncellemede resimler ipad de hatalı açılıyor resimler kendi kendine yatay pozisyonda dikey açılıyor  !!!
neutral,2 günde bir 300 MB güncelleme mi olur tam tuzakcısınız
positive,Gruplara insanlar video veya yazı atınca onay verince onayı genç alıyor neden
negative,Askerdeyim. Facebook 312mb. Tam güncelliyorum yeni bi güncelleme yapıyorsunuz. 3-4 günde bir güncelleme mi gelir mk tarifemdeki gb ları harcatmaktan başka bir şey değil bu ya
negative,Son güncelleme ile resimşere tıkladığında ekran dönüyor... Test etmeden güncelleme yayınlamak tam bir geri zekalı işi...
negative,Güncellemeden sonra haber kaynağı donup kalıyor açmıyor çözüm üretmek yerine berbat etmişsiniz
negative,"Bıktık.
Bu seferde sürekli bildirim balonları var. Uygulamaya girmemize rağmen balonlar bir türlü gitmiyor. Aynı sorun sayfa yöneticisinde de var. Yine herzamanki gibi
Kendi boyutundan büyük bir şekilde geliyor. Her seferinde uygulama git gide daha da şişiyor. Bu nasıl iş anlamadık. Ve 100 mb sınırı var. Biz wifi nin olmadığı yerde nasıl güncelleyecez soruyorum ? Diğer hemen hemen tüm uygulamalar da bu sorun yok. 300 mb lık dosyayı rahatlıkla güncelleyebiliyoruz. Hatta indirebiliyoruz. Bıktık kısacası bıktıkkk..."
negative,Hergün güncellememi olur ya yeter bu kadar güncelleme bıktık.
negative,Uygulamayı indiremiyorum iphone a
negative,Hafta da bir güncelleme geliyor ve hala düzgün çalışmıyor. Güncelleme için giden bayt larda cabası. Keza Facebook’a bağlı mesennger uygulaması da aynı terane !
negative,Hafta da bir 300 mb güncelleme geliyor
negative,Bu nedir ya 2 gunde 1 guncelleme geliyor yazik gunahtir millete beee en sonunda silicem uygulamayi 😡😡
neutral,Bu güncelleme mahsus yapılıyor
negative,Artık ara verseniz diyorum şu güncellemeye zaten çok yer kaplıyor mahvettiniz facebook'u kimse kullanmıyor sayenizde
negative,292 mb face mi olur yahu insafsızlar. Uygulamanıza uyguliyim !
negative,uyguluma bazen açılmıyor girince hemen çıkmak zorunda kalıyor silip yeniden yüklemek zorunda kalıyorum acil çözüm yolu bulmaya çalışın derin
negative,Son güncelleme ile iyice kötü oldu hiç çalışmıyor
negative,Sesi nerden kapatacağız??medya içindeki sesler kapat kısmı yok cilk sesinden bıktımm
negative,Uygulama çok yavaş. Hangi çağda yaşıyoruz. Bir de instagram için kullanmak zorunda bırakıyorlar. Modası geçti artık bunun. 😡
negative,Güncellemeden sonra uygulamadan atıyor
negative,315 mb güncelleme mi olur gardaş?
negative,Bu nedir hiç birşey açılmıyor güncellemeyin please please please
negative,arkadaş şunu düzeltecekseniz düzeltin artık ne bu ya sayfa kaymıyor yenilenmiyor saçma sapan şeyler yapıyo artık vatandaş kullanmamaya başlıcak haberiniz olsun
negative,Facebook indiremiyorum lütfen yardımcı olurmusunuz acilen 🔴🔴🔴🔴🔴🔴🔴
neutral,Haber kaynağı yüklenmiyor..Newsfeed doesn’t loading...
negative,Lanet güncellemeniz batsin. Arkadaş uygulama acmiyor ya siz ne yapıyorsunuz acemiler.
negative,Uygulamadan atıyor giremiyorum.
negative,Her ay ayda 6 defa 150 MB güncelleme nedir arkadaş. Bir defa yapın tam yapın.
negative,iOS da otomatik video oynatmayı kapatma sekmesini neden kaldırdınız
negative,"Son güncelleme ile iyice saçmaladınız
Gösterilen bildirime tıklıyorum bildirimler gözüküyor 
Acil güncelleme ile düzeltilmeli"
negative,neden yüklenmiyor yüklenir diye sildim sımdı hiç yüklenmiyor düzeltin sunu
negative,Marketpalace girilmiyor tablette girip resim ve yorum yapılmıyor yatmayın iş yapın az
positive,Facebook giriş yapıyom ama ilerleyemiyom niye cvp alamayom
negative,Messenger butonuna tıklıyorum mesaj olmadığı halde sürekli 1-2 bildirim varmış gibi Facebook sayfasında bildirim gösteriyor. Ben takıntılı adamım çözüm bulun şuna. O 1 sayısı oradan kalkacak. Mesaj yok bir şey yok 1 yazıyor arkadaş.
negative,Otomatik video ayari nerde iphone x aramaktan deli olduk nasil is bu
negative,"2-3 güne bir uygulamayı güncelliyorsunuz. Boyutu az bir uygulama olsa amenna ama uygulamanızın boyutu 300+ mb. Yeter artık, şu uygulamayı 2 haftada bir ta da ayda bir güncelleyin."
negative,Sayfa yüklenmiyor 1 gönderide kalıyor
neutral,Uygulamaya fotoğraf yüklerken kırpma özelliği vardı ama son güncellemelerden sonra kırpma özelliği kayboldu.
negative,Ekranı aşağı kaydırırken bazen sayfa durmuyor düzeltilsin
negative,Yapmaktan bıkmadınız mı
negative,Sayfa ilerlemiyor donuyor son güncelleme de hata veriyor
negative,Ne sayfayı yeniliyor nede başka birşey telefonda boşa yer kaplıyor güncelleme gelmesin artık
negative,Son güncellemeden sonra uygulamaya girilmiyor
negative,Facebook artık kullanamıyorum bu nasıl bir güncelleme sayfa akışı yok yenilene yok güya yeni güncelleme sorun gideriçi ama her güncellemede daha da kötüye gidiyor lütfen bunu bi zahmet düzeltin
negative,"Son güncellemeden sonra kendi kendine kapanır oldu,sayfa güncellenmiyor ve facebook açılmıyor.
Düzeltin acil!"
negative,Neden Videolar otamatik oynatıyor bence saçma olmuş
negative,Yeni güncellemeden sonra haber kaynağı ilerlemiyor bir haber gösterip kilitleniyor..
negative,"Arkadaşlar, her gün güncelleme mi olur, bu nedir ya."
negative,"Guncelleme yapamadim, app i sildim tekrar yuklemek istiyorum yuklemiyor!!!!"
negative,ABİ BU NEDİR YA 150 ÜSTÜ GÜNCELLEMEMİ OLUR YA HEM İPHONE 5S KULLANICISIYIM TELEFONUM GÜNCELLEMEYİ YAPMIYOR 150 MB ÜSTÜ UYGULAMASI HATASI VERİYOR BUNA Bİ ÇARE BULUN BÖYLE OLMAZ GÜNCELLEMEYLE HİÇ BİR DEĞİŞİKLİKLERDE GÖREMİYORUZ HEP AYNI ŞEYLER OLAN BİZİM İNTERNETİMİZE OLUYOR YAZIK GÜNAY YA İNSANLARI SÖMÜRÜYORSUNUZ...GÜNCELLEMİYECEĞİM KALSIN BÖYLE GİTTİĞİ YERE KADAR GİTMEDİĞİ YERDE SİLER ATARIM...
negative,İndiremiyorum sorun var nasıl düzelicek
negative,Haber akışı yenilemiyor ve gösterilmiyor
negative,"Sıkıntı var bildirimleri, paylaşımları sağlıklı bir şekilde göstermiyor. Kilitleniyor. Acil çözüm"
negative,WiFi istiyor yüklemek için düzeltin
negative,What is it every day update?
neutral,"İos da,Guruplarda sayfa yenilenmiyor,guruplarda kişi etiketlenmiyor.Artık bi çözüm buldanız diyorum."
negative,Daha dün akşam güncelledim  bugün yine güncelleme gelmiş 😡😡😡
negative,Haber kaynağı yeniyi göstermeyeli yıl oldu şimdide iki tane ana sayfada gönderi var başka bişi göstermiyor hergün güncelleme yapılacağına adam gibi eski haline getirin
negative,Bu ne yav daha dün güncelledim şimdi yine 1 hafta geçmeden güncelleme yeter silecem
negative,Güncelleme sonrası Facebook ve Messenger çalışmıyor yapamıyorsanız Facebook’tan kaldırayım iyice sıkıcı oldu
negative,"Her hafta 1-2 kere 400-500 mb güncelleme yapılıyor. Bu uygulama iyileştirmesi, performans düzeltmesi değil ; daha çok verilerin merkeze aktarılması. Facebook için, özellikle güvenirlilik iyice düşündürüyor."
negative,Hergün güncelleme bune kardeşim beeeee
neutral,iPhone X de daha hızlı ve stabil olabilir.
negative,Sürekli güncellendigi halde hala bi işe yaramıyor. Zaten köşede duruyor açıp bakmıyorum bile. Yakında böyle giderse silip kurtulcam herhalde..
negative,Uygulama güncelleme yapmıyor kaldırdım ben de
